timestamp,meanLeft,meanRight,varS1,varS2,varS3,varS4,varS5,varS6,varS7,varS8,varS9,varS10,varS11,varS12,varS13,varS14,varS15,varS16
18043,1022,1022,1.0,0.96,0.96,1.0,0.98,1.0,196.06,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
18063,1022,1022,1.0,0.96,0.96,1.0,0.98,1.0,71.26,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
18084,1022,1022,1.0,0.96,0.96,1.0,0.98,1.0,27.1,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
18106,1022,1022,1.0,0.96,0.96,1.0,0.98,1.0,17.44,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
18126,1022,1022,1.0,0.96,0.96,1.0,0.98,1.0,13.54,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
18148,1022,1022,1.0,0.96,0.96,1.0,0.98,1.0,13.52,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
18168,1022,1022,1.0,0.96,0.96,1.0,0.98,1.0,13.5,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
18189,1022,1022,1.0,0.96,0.96,1.0,0.98,1.0,13.5,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
18210,1022,1022,1.0,0.96,0.96,1.0,0.98,1.0,18.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
18231,1022,1022,1.0,0.96,0.96,1.0,0.98,1.0,23.7,0.98,1.0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
