timestamp,meanLeft,meanRight,varS1,varS2,varS3,varS4,varS5,varS6,varS7,varS8,varS9,varS10,varS11,varS12,varS13,varS14,varS15,varS16
23596,874,921,100258.14,21503.32,63595.94,121351.4,22183.18,39082.16,13692.22,17786.44,21881.28,7910.8,7910.8,7910.8,7910.8,7910.8,7910.8,7910.8,
23618,876,922,101043.5,20922.2,64111.7,121668.62,21591.42,39634.1,13431.34,17276.2,22183.02,7748.68,7748.68,7748.68,7748.68,7748.68,7748.68,7748.68,
23639,879,923,102266.78,20065.52,64670.88,121995.0,20718.78,40248.42,13055.02,16525.84,22457.26,7588.56,7588.56,7588.56,7588.56,7588.56,7588.56,7588.56,
23660,882,925,103125.2,19226.84,65018.04,121767.28,19864.14,40726.12,12713.44,15793.48,22777.24,7274.32,7274.32,7274.32,7274.32,7274.32,7274.32,7274.32,
23681,886,927,103613.46,18136.6,65330.06,121369.78,18752.62,41179.72,12355.36,14845.0,23026.18,6968.08,6968.08,6968.08,6968.08,6968.08,6968.08,6968.08,
23701,890,929,103108.52,17078.36,65413.74,120310.9,17673.1,41330.76,12140.1,13928.52,23229.7,6669.84,6669.84,6669.84,6669.84,6669.84,6669.84,6669.84,
23722,895,932,102142.22,15800.56,65309.44,118957.06,16368.7,41390.16,11918.66,12827.92,23469.94,6237.48,6237.48,6237.48,6237.48,6237.48,6237.48,6237.48,
23744,899,935,100275.82,14814.32,64729.46,116731.92,15366.12,41220.24,11831.78,11983.44,23593.84,5823.12,5823.12,5823.12,5823.12,5823.12,5823.12,5823.12,
23764,904,938,98258.54,13626.52,64148.98,114402.12,14151.52,41031.24,11670.28,10972.84,23647.8,5426.76,5426.76,5426.76,5426.76,5426.76,5426.76,5426.76,
23785,909,941,95609.48,12488.72,63293.52,111653.82,12986.92,40682.64,11527.68,10012.24,23591.82,5048.4,5048.4,5048.4,5048.4,5048.4,5048.4,5048.4,
23806,915,944,92566.26,11189.36,62245.2,108680.38,11655.4,40222.3,11316.64,8929.82,23407.76,4691.18,4691.18,4691.18,4691.18,4691.18,4691.18,4691.18,
23826,920,948,88944.84,10161.56,60716.68,104996.08,10600.8,39485.18,11181.74,8087.18,23132.14,4244.46,4244.46,4244.46,4244.46,4244.46,4244.46,4244.46,
