timestamp,meanLeft,meanRight,varS1,varS2,varS3,varS4,varS5,varS6,varS7,varS8,varS9,varS10,varS11,varS12,varS13,varS14,varS15,varS16
8739,1022,1022,0.98,0.96,0.94,0.98,0.98,0.98,1.0,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8760,1022,1022,0.98,0.96,0.94,0.98,0.98,0.98,1.0,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8780,1022,1022,0.98,0.96,0.94,0.98,0.98,0.96,1.0,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8800,1022,1022,0.98,0.96,0.94,0.98,0.98,0.96,0.98,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8820,1022,1022,0.98,0.98,0.94,0.98,0.98,0.94,0.98,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8841,1022,1022,0.98,0.98,0.92,0.98,0.98,0.94,0.98,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8863,1022,1022,0.98,0.98,0.92,0.98,0.98,0.94,0.98,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8884,1022,1022,0.98,0.98,0.92,0.98,0.98,0.94,0.98,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8905,1022,1022,0.98,0.98,0.92,0.98,0.98,0.94,0.98,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8925,1022,1022,0.98,0.98,0.92,0.98,0.98,0.94,0.98,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8946,1022,1022,0.98,0.98,0.92,0.96,0.98,0.94,0.98,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8966,1022,1022,0.98,0.98,0.92,0.94,0.98,0.94,0.98,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8987,1022,1022,0.98,0.98,0.92,0.94,0.98,0.94,0.98,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9008,1022,1022,0.98,0.98,0.92,0.94,0.98,0.94,0.98,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9029,1022,1022,0.98,0.98,0.92,0.94,0.98,0.94,0.98,0.98,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9050,1022,1022,0.98,0.98,0.92,0.94,0.98,0.94,0.98,0.98,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
